name;lvl;hp;mass;speed;armor;ammo;speed_ammo;dpm;type
M2 Light Tank;2; 140;8,6;58;38,1;12,7;89,83;719;Лёгкий танк
M2 Light Tank;2; 140;8,6;58;38,1;20;97,83;1 174;Лёгкий танк
M2 Light Tank;2; 160;8,7;58;38,1;12,7;114,73;918;Лёгкий танк
M2 Light Tank;2; 160;8,7;58;38,1;20;101,12;1 213;Лёгкий танк
M2 Light Tank;2; 160;8,7;58;38,1;37;24,00;960;Лёгкий танк
M22 Locust;3; 250;6,9;64;25;37;26,20;1 048;Лёгкий танк
MTLS-1G14;3; 250;15,5;42;38,1;37;37,04;1 481;Лёгкий танк
M3 Stuart;3; 220;12,0;61;38,1;20;101,12;1 213;Лёгкий танк
M3 Stuart;3; 220;12,0;61;38,1;37;24,00;960;Лёгкий танк
M3 Stuart;3; 240;12,7;61;38,1;20;111,11;1 333;Лёгкий танк
M3 Stuart;3; 240;12,7;61;38,1;37;26,09;1 043;Лёгкий танк
M3 Stuart;3; 240;12,7;61;38,1;37;26,09;1 043;Лёгкий танк
M5 Stuart;4; 320;15,0;64,4;28,6;37;26,09;1 043;Лёгкий танк
M5 Stuart;4; 320;15,1;64,4;28,6;37;39,47;1 579;Лёгкий танк
M5 Stuart;4; 340;15,2;64,4;28,6;37;26,09;1 043;Лёгкий танк
M5 Stuart;4; 340;15,2;64,4;28,6;37;41,67;1 667;Лёгкий танк
M24 Chaffee;5; 400;18,1;77,2;25,4;75;15,79;1 737;Лёгкий танк
M24 Chaffee;5; 440;18,4;77,2;25,4;75;15,79;1 737;Лёгкий танк
M24 Chaffee;5; 440;18,4;77,2;25,4;75;17,14;1 886;Лёгкий танк
T21;6; 600;23,0;56,3;28,6;75;17,14;1 886;Лёгкий танк
T21;6; 600;22,0;56,3;28,6;57;28,57;2 143;Лёгкий танк
T21;6; 600;23,1;56,3;28,6;76;18,18;2 091;Лёгкий танк
T21;6; 600;23,1;56,3;28,6;76;18,75;2 156;Лёгкий танк
T37;6; 630;21,3;66;25,4;75;18,75;2 063;Лёгкий танк
T37;6; 630;21,9;66;25,4;76;17,65;2 029;Лёгкий танк
T37;6; 680;22,8;66;25,4;75;19,35;2 129;Лёгкий танк
T37;6; 680;23,3;66;25,4;76;18,75;2 156;Лёгкий танк
T37;6; 680;24,0;66;25,4;76;10,71;1 232;Лёгкий танк
T37;6; 680;23,4;66;25,4;76;18,18;2 091;Лёгкий танк
M41 Walker Bulldog;7; 860;23,2;72,4;25,4;76;18,18;2 091;Лёгкий танк
M41 Walker Bulldog;7; 860;23,2;72,4;25,4;76;13,33;2 000;Лёгкий танк
M41 Walker Bulldog;7; 860;24,3;72,4;25,4;76;10,71;1 607;Лёгкий танк
M41 Walker Bulldog;7; 910;23,5;72,4;25,4;76;18,18;2 091;Лёгкий танк
M41 Walker Bulldog;7; 910;23,5;72,4;25,4;76;13,64;2 045;Лёгкий танк
M41 Walker Bulldog;7; 910;24,6;72,4;25,4;76;11,11;1 667;Лёгкий танк
M41 Walker Bulldog;7; 910;23,5;72,4;25,4;76;13,95;2 093;Лёгкий танк
T71;7; 840;17,9;64,4;25,4;76;16,36;1 882;Лёгкий танк
T71;7; 840;17,0;64,4;25,4;76;12,00;1 800;Лёгкий танк
T49;8;1 000;24,1;72,4;25,4;90;9,52;3 048;Лёгкий танк
T49;8;1 100;22,6;72,4;25,4;152;2,61;2 374;Лёгкий танк
T49;8;1 100;22,8;72,4;25,4;90;9,52;3 048;Лёгкий танк
T2 Medium Tank;2; 155;11,9;40;22;37;38,96;1 169;Средний танк
T2 Medium Tank;2; 155;12,1;40;22;20;105,88;1 271;Средний танк
T2 Medium Tank;2; 155;12,1;40;22;37;38,96;1 169;Средний танк
T2 Medium Tank;2; 170;12,2;40;22;37;38,96;1 169;Средний танк
T2 Medium Tank;2; 170;12,2;40;22;20;105,88;1 271;Средний танк
T2 Medium Tank;2; 170;12,2;40;22;37;38,96;1 169;Средний танк
T2 Medium Tank;2; 170;12,2;40;22;37;26,09;1 043;Средний танк
M2 Medium Tank;3; 180;20,5;43;32;37;24,00;960;Средний танк
M2 Medium Tank;3; 180;20,5;43;32;37;26,09;1 043;Средний танк
M2 Medium Tank;3; 210;20,9;43;32;37;24,00;960;Средний танк
M2 Medium Tank;3; 210;21,0;43;32;75;13,04;2 283;Средний танк
M2 Medium Tank;3; 210;20,9;43;32;37;26,09;1 043;Средний танк
M3 Lee;4; 310;27,9;38;50,8;75;16,67;1 833;Средний танк
M3 Lee;4; 310;28,2;38;50,8;75;20,00;2 200;Средний танк
M3 Lee;4; 310;28,2;38;50,8;75;20,00;2 200;Средний танк
M4A2E4 Sherman;5; 480;31,8;52;64;75;15,75;1 732;Средний танк
M4 Improved;5; 480;37,9;56;50,8;75;15,00;1 650;Средний танк
Ram II;5; 610;27,1;38;76,2;57;26,20;1 965;Средний танк
M4 Sherman;5; 400;29,7;48;50,8;75;15,79;1 737;Средний танк
M4 Sherman;5; 400;30,9;48;50,8;105;6,67;2 733;Средний танк
M4 Sherman;5; 460;29,9;48;50,8;75;15,79;1 737;Средний танк
M4 Sherman;5; 460;31,1;48;50,8;105;6,67;2 733;Средний танк
M4 Sherman;5; 460;30,1;48;50,8;76;12,50;1 438;Средний танк
M7;5; 400;23,0;60;38,1;37;26,09;1 043;Средний танк
M7;5; 400;23,4;60;38,1;57;26,09;1 957;Средний танк
M7;5; 440;23,0;60;38,1;37;26,09;1 043;Средний танк
M7;5; 440;24,1;60;38,1;75;15,79;1 737;Средний танк
M7;5; 440;24,3;60;38,1;75;15,79;1 737;Средний танк
M7;5; 440;23,3;60;38,1;57;26,09;1 957;Средний танк
M4A3E8 Fury;6; 750;34,5;41,8;63,5;76;18,18;2 091;Средний танк
M4A3E8 Sherman;6; 720;30,0;48;63,5;75;15,79;1 737;Средний танк
M4A3E8 Sherman;6; 720;31,2;48;63,5;105;7,50;3 075;Средний танк
M4A3E8 Sherman;6; 720;30,2;48;63,5;76;14,29;1 643;Средний танк
M4A3E8 Sherman;6; 750;30,1;48;63,5;75;15,79;1 737;Средний танк
M4A3E8 Sherman;6; 750;31,2;48;63,5;105;7,50;3 075;Средний танк
M4A3E8 Sherman;6; 750;30,2;48;63,5;76;14,29;1 643;Средний танк
M4A3E8 Sherman;6; 750;30,2;48;63,5;76;18,18;2 091;Средний танк
M4A3E2 Sherman Jumbo;6; 730;33,8;35;101,6;75;15,79;1 737;Средний танк
M4A3E2 Sherman Jumbo;6; 730;35,0;35;101,6;105;7,50;3 075;Средний танк
M4A3E2 Sherman Jumbo;6; 730;34,0;35;101,6;76;14,29;1 643;Средний танк
M4A3E2 Sherman Jumbo;6; 760;33,3;35;101,6;75;15,79;1 737;Средний танк
M4A3E2 Sherman Jumbo;6; 760;34,4;35;101,6;105;7,50;3 075;Средний танк
M4A3E2 Sherman Jumbo;6; 760;33,4;35;101,6;76;14,29;1 643;Средний танк
M4A3E2 Sherman Jumbo;6; 760;33,4;35;101,6;76;18,18;2 091;Средний танк
T23E3;7;1 050;36,0;56,3;76,2;76;18,18;2 091;Средний танк
T20;7;1 000;28,9;56;63,5;76;14,29;1 643;Средний танк
T20;7;1 000;28,9;56;63,5;76;18,18;2 091;Средний танк
T20;7;1 100;31,3;56;63,5;105;7,50;3 075;Средний танк
T20;7;1 100;30,3;56;63,5;76;14,29;1 643;Средний танк
T20;7;1 100;30,3;56;63,5;76;18,18;2 091;Средний танк
T20;7;1 100;30,8;56;63,5;90;6,38;1 532;Средний танк
T26E4 SuperPershing;8;1 500;50,5;40,2;101,6;90;7,32;1 756;Средний танк
T95E2;8;1 500;36,9;56;95,3;90;8,00;1 920;Средний танк
M26 Pershing;8;1 350;40,6;48;101,6;76;14,29;1 643;Средний танк
M26 Pershing;8;1 350;40,6;48;101,6;76;18,18;2 091;Средний танк
M26 Pershing;8;1 350;41,0;48;101,6;90;7,32;1 756;Средний танк
M26 Pershing;8;1 350;41,2;48;101,6;90;7,32;1 756;Средний танк
M26 Pershing;8;1 440;43,3;48;101,6;105;7,50;3 075;Средний танк
M26 Pershing;8;1 440;42,2;48;101,6;76;14,29;1 643;Средний танк
M26 Pershing;8;1 440;42,3;48;101,6;76;18,18;2 091;Средний танк
M26 Pershing;8;1 440;42,7;48;101,6;90;7,32;1 756;Средний танк
M26 Pershing;8;1 440;42,9;48;101,6;90;7,32;1 756;Средний танк
T69;8;1 350;33,9;51,5;101,6;76;12,89;1 934;Средний танк
T69;8;1 350;34,5;51,5;101,6;90;7,27;1 745;Средний танк
T69;8;1 350;34,5;51,5;101,6;90;7,27;1 745;Средний танк
M46 Patton;9;1 600;41,1;48;101,6;90;7,89;1 895;Средний танк
M46 Patton;9;1 600;41,1;48;101,6;90;7,89;1 895;Средний танк
M46 Patton;9;1 600;41,2;48;101,6;90;7,89;1 895;Средний танк
M46 Patton;9;1 600;41,4;48;101,6;105;6,00;2 340;Средний танк
M46 Patton;9;1 700;43,3;48;101,6;105;7,50;3 075;Средний танк
M46 Patton;9;1 700;42,7;48;101,6;90;7,89;1 895;Средний танк
M46 Patton;9;1 700;42,8;48;101,6;90;7,89;1 895;Средний танк
M46 Patton;9;1 700;42,9;48;101,6;90;7,89;1 895;Средний танк
M46 Patton;9;1 700;43,1;48;101,6;105;6,67;2 600;Средний танк
T54E1;9;1 750;53,3;43,5;110;90;9,09;2 182;Средний танк
T54E1;9;1 750;54,4;43,5;110;105;5,63;2 194;Средний танк
T54E1;9;1 750;54,4;43,5;110;105;5,63;2 194;Средний танк
M48A2/T54E2/T123E6;10;2 000;49,7;48,3;152,4;120;6,67;2 667;Средний танк
M60;10;2 000;46,3;48,3;93,2;105;6,82;2 659;Средний танк
T95E6;10;2 000;40,9;56,3;95,3;120;6,58;2 632;Средний танк
M48A1 Patton;10;2 000;47,2;45;152,4;90;9,52;2 286;Средний танк
M48A1 Patton;10;2 000;47,3;45;152,4;105;6,82;2 659;Средний танк
M48A1 Patton;10;2 000;47,7;45;152,4;105;6,82;2 659;Средний танк
T14;5; 690;47,8;34;50,8;75;15,75;1 732;Тяжёлый танк
T1 Heavy Tank;5; 600;57,5;35,4;83;76;13,95;1 535;Тяжёлый танк
T1 Heavy Tank;5; 660;58,5;35,4;83;76;13,95;1 535;Тяжёлый танк
T1 Heavy Tank;5; 660;58,6;35,4;83;76;16,67;1 917;Тяжёлый танк
M6;6; 840;57,4;35;102;76;13,95;1 535;Тяжёлый танк
M6;6; 840;57,5;35;102;76;16,67;1 917;Тяжёлый танк
M6;6; 840;57,6;35;102;76;16,67;1 917;Тяжёлый танк
M6;6; 870;57,8;35;102;76;13,95;1 535;Тяжёлый танк
M6;6; 870;57,9;35;102;76;16,67;1 917;Тяжёлый танк
M6;6; 870;58,0;35;102;76;16,67;1 917;Тяжёлый танк
M6;6; 870;58,4;35;102;90;7,89;1 895;Тяжёлый танк
T29;7;1 150;63,0;35;102;76;16,67;1 917;Тяжёлый танк
T29;7;1 150;63,4;35;102;90;7,89;1 895;Тяжёлый танк
T29;7;1 150;63,8;35;102;105;4,38;1 401;Тяжёлый танк
T29;7;1 250;63,7;35;102;76;16,67;1 917;Тяжёлый танк
T29;7;1 250;64,1;35;102;90;7,89;1 895;Тяжёлый танк
T29;7;1 250;64,5;35;102;105;5,26;1 684;Тяжёлый танк
M6A2E1;8;1 500;67,0;29;191;105;5,05;1 615;Тяжёлый танк
T34;8;1 500;65,1;35;102;120;4,00;1 600;Тяжёлый танк
T32;8;1 400;54,5;35;127;90;7,89;1 895;Тяжёлый танк
T32;8;1 400;54,8;35;127;105;4,76;1 524;Тяжёлый танк
T32;8;1 550;57,2;35;127;90;7,89;1 895;Тяжёлый танк
T32;8;1 550;57,5;35;127;105;5,66;1 811;Тяжёлый танк
M103;9;1 750;54,4;34;203,2;105;6,12;1 959;Тяжёлый танк
M103;9;1 750;54,8;34;203,2;120;5,26;2 105;Тяжёлый танк
M103;9;1 850;56,0;34;203,2;105;6,12;1 959;Тяжёлый танк
M103;9;1 850;56,4;34;203,2;120;5,26;2 105;Тяжёлый танк
M103;9;1 850;56,7;34;203,2;120;5,36;2 143;Тяжёлый танк
T110E5;10;2 200;53,8;37;254;120;6,00;2 400;Тяжёлый танк
T57 Heavy Tank;10;2 250;54,4;35,4;203;120;7,74;3 097;Тяжёлый танк
T3 HMC;2; 110;9,1;72,4;15,9;37;28,57;1 143;ПТ-САУ
T3 HMC;2; 110;9,2;72,4;15,9;40;24,00;1 080;ПТ-САУ
T3 HMC;2; 110;9,2;72,4;15,9;75;8,57;1 500;ПТ-САУ
T18;2; 120;13,5;48;51;12,7;405,53;3 244;ПТ-САУ
T18;2; 120;13,5;48;51;12,7;405,53;3 244;ПТ-САУ
T56 GMC;3; 160;15,0;50;38,1;76;10,71;1 179;ПТ-САУ
T56 GMC;3; 160;13,9;50;38,1;57;15,00;1 125;ПТ-САУ
T56 GMC;3; 160;14,2;50;38,1;57;15,00;1 125;ПТ-САУ
T40;4; 275;20,3;38;51;75;16,22;2 838;ПТ-САУ
T40;4; 275;21,2;38;51;76;16,22;1 784;ПТ-САУ
T40;4; 275;22,4;38;51;105;7,50;3 075;ПТ-САУ
T40;4; 275;20,7;38;51;57;26,09;1 957;ПТ-САУ
T40;4; 275;21,9;38;51;76;16,22;1 865;ПТ-САУ
M8A1;4; 250;15,0;58;29;75;16,22;2 838;ПТ-САУ
M8A1;4; 250;16,3;58;29;75;14,29;1 571;ПТ-САУ
M8A1;4; 250;15,2;58;29;57;24,00;1 800;ПТ-САУ
M8A1;4; 265;15,3;58;29;75;16,22;2 838;ПТ-САУ
M8A1;4; 265;16,6;58;29;75;14,29;1 571;ПТ-САУ
M8A1;4; 265;16,6;58;29;76;14,29;1 571;ПТ-САУ
M8A1;4; 265;15,6;58;29;57;24,00;1 800;ПТ-САУ
T67;5; 340;13,2;61;21,8;57;25,00;1 875;ПТ-САУ
T67;5; 360;14,7;61;21,8;76;14,63;1 610;ПТ-САУ
T67;5; 360;13,6;61;21,8;57;26,09;1 957;ПТ-САУ
T67;5; 360;14,8;61;21,8;76;18,75;2 156;ПТ-САУ
M10 Wolverine;5; 340;27,8;48;38,1;76;14,29;1 571;ПТ-САУ
M10 Wolverine;5; 340;29,1;48;38,1;105;7,59;3 114;ПТ-САУ
M10 Wolverine;5; 340;28,0;48;38,1;76;16,22;1 865;ПТ-САУ
M10 Wolverine;5; 340;28,2;48;38,1;76;18,18;2 091;ПТ-САУ
M10 Wolverine;5; 360;28,7;48;38,1;76;14,63;1 610;ПТ-САУ
M10 Wolverine;5; 360;30,0;48;38,1;105;7,69;3 154;ПТ-САУ
M10 Wolverine;5; 360;28,9;48;38,1;76;17,14;1 971;ПТ-САУ
M10 Wolverine;5; 360;28,9;48;38,1;76;18,75;2 156;ПТ-САУ
M36 Jackson;6; 560;28,3;42;114;76;19,35;2 226;ПТ-САУ
M36 Jackson;6; 560;28,8;42;114;90;7,50;1 800;ПТ-САУ
M36 Jackson;6; 590;28,6;42;114;76;19,35;2 226;ПТ-САУ
M36 Jackson;6; 590;29,1;42;114;90;7,50;1 800;ПТ-САУ
M18 Hellcat;6; 550;17,4;72;12,7;76;15,38;1 692;ПТ-САУ
M18 Hellcat;6; 550;17,6;72;12,7;76;17,14;1 971;ПТ-САУ
M18 Hellcat;6; 550;17,6;72;12,7;76;18,75;2 156;ПТ-САУ
M18 Hellcat;6; 570;19,7;72;12,7;76;15,79;1 737;ПТ-САУ
M18 Hellcat;6; 570;19,8;72;12,7;76;17,65;2 029;ПТ-САУ
M18 Hellcat;6; 570;19,8;72;12,7;76;19,35;2 226;ПТ-САУ
M18 Hellcat;6; 570;20,3;72;12,7;90;7,06;1 694;ПТ-САУ
M56 Scorpion;7; 820;7,1;45;1;90;7,69;1 846;ПТ-САУ
T28 Concept;7; 880;70,0;29;203,2;105;6,00;1 920;ПТ-САУ
T25 AT;7; 840;38,7;56;88,9;90;8,22;1 973;ПТ-САУ
T25 AT;7; 840;38,8;56;88,9;90;8,22;1 973;ПТ-САУ
T25 AT;7; 840;39,1;56;88,9;105;6,59;2 110;ПТ-САУ
T25/2;7; 800;43,5;56;76,2;90;7,79;1 870;ПТ-САУ
T25/2;7; 850;44,2;56;76,2;90;7,79;1 870;ПТ-САУ
T25/2;7; 850;44,2;56;76,2;90;7,79;1 870;ПТ-САУ
T28;8;1 150;59,2;18;254;90;8,70;2 087;ПТ-САУ
T28;8;1 150;59,5;18;254;105;7,79;2 494;ПТ-САУ
T28;8;1 150;59,9;18;254;120;6,59;2 637;ПТ-САУ
T28 Prototype;8;1 150;65,6;18;203,2;90;8,00;1 920;ПТ-САУ
T28 Prototype;8;1 150;65,9;18;203,2;105;7,23;2 313;ПТ-САУ
T28 Prototype;8;1 150;66,3;18;203,2;120;5,94;2 376;ПТ-САУ
T95;9;1 700;86,8;13;305;105;8,11;2 595;ПТ-САУ
T95;9;1 700;87,2;13;305;120;6,90;2 759;ПТ-САУ
T95;9;1 700;87,7;13;305;155;3,28;2 459;ПТ-САУ
T30;9;1 650;63,4;35;102;105;7,32;2 341;ПТ-САУ
T30;9;1 650;63,8;35;102;120;6,19;2 474;ПТ-САУ
T30;9;1 650;64,3;35;102;155;2,86;2 143;ПТ-САУ
T110E4;10;2 000;64,0;35;260;155;3,08;2 308;ПТ-САУ
T110E3;10;2 050;74,7;24;305;155;3,53;2 647;ПТ-САУ
T57;2; 80;14,2;49,9;28,6;12,7;181,57;1 453;САУ
T57;2; 80;14,2;49,9;28,6;12,7;181,57;1 453;САУ
T1 HMC;2; 80;5,2;34;9,5;75;6,67;1 167;САУ
T1 HMC;2; 80;5,2;34;9,5;75;6,67;1 167;САУ
T18 HMC;3; 110;13,6;48;50,8;75;8,57;1 500;САУ
T18 HMC;3; 110;13,6;48;50,8;75;8,57;1 500;САУ
T18 HMC;3; 110;13,6;48;50,8;75;8,57;1 500;САУ
M7 Priest;3; 140;23,0;38,6;101,6;105;3,00;1 230;САУ
M7 Priest;3; 140;23,1;38,6;101,6;105;3,00;1 230;САУ
M7 Priest;3; 140;23,2;38,6;101,6;105;3,00;1 230;САУ
M37;4; 180;20,6;56,3;12,7;105;4,00;1 640;САУ
M37;4; 180;21,0;56,3;12,7;105;4,00;1 640;САУ
M37;4; 180;20,9;56,3;12,7;105;4,00;1 640;САУ
T82 HMC;4; 130;14,2;64;28,6;105;4,62;1 892;САУ
T82 HMC;4; 130;14,6;64;28,6;105;4,62;1 892;САУ
T82 HMC;4; 130;14,6;64;28,6;105;4,62;1 892;САУ
M41 HMC;5; 230;19,0;56,3;12,7;155;2,40;1 680;САУ
M41 HMC;5; 230;19,3;56,3;12,7;155;2,40;1 680;САУ
M41 HMC;5; 230;19,3;56,3;12,7;155;2,40;1 680;САУ
M44;6; 280;29,4;56,3;12,7;155;2,67;1 867;САУ
M44;6; 280;29,0;56,3;12,7;155;2,73;1 909;САУ
M12;7; 350;26,8;38,6;50,8;155;2,11;2 000;САУ
M12;7; 350;27,3;38,6;50,8;155;1,60;2 000;САУ
M12;7; 350;27,4;38,6;50,8;155;1,60;2 000;САУ
M40/M43;8; 400;36,7;38,6;108;155;1,82;2 273;САУ
M40/M43;8; 400;37,0;38,6;108;203;1,23;2 270;САУ
M40/M43;8; 400;37,2;38,6;108;203;1,23;2 270;САУ
M53/M55;9; 450;44,6;56,3;25,4;155;1,97;2 459;САУ
M53/M55;9; 450;44,4;56,3;25,4;203;1,33;2 456;САУ
T92;10; 500;57,8;32,2;25,4;240;1,13;2 547;САУ
Renault FT;1; 105;4,7;21;16;37;24,00;720;Лёгкий танк
Renault FT;1; 105;4,8;21;16;13,2;126,17;1 009;Лёгкий танк
Renault FT;1; 115;4,8;21;16;13,2;126,17;1 009;Лёгкий танк
Renault FT;1; 115;4,8;21;16;37;24,00;720;Лёгкий танк
Renault FT;1; 115;4,8;21;16;25;28,57;771;Лёгкий танк
D1;2; 155;11,4;28;30;37;24,00;720;Лёгкий танк
D1;2; 155;11,3;28;30;13,2;142,11;1 137;Лёгкий танк
D1;2; 155;11,3;28;30;25;35,29;953;Лёгкий танк
D1;2; 170;12,1;28;30;13,2;135,00;1 080;Лёгкий танк
D1;2; 170;12,2;28;30;37;26,09;783;Лёгкий танк
D1;2; 170;12,2;28;30;47;24,00;1 200;Лёгкий танк
D1;2; 170;12,1;28;30;25;40,00;1 080;Лёгкий танк
Renault R35;2; 140;10,6;23;40;37;23,08;692;Лёгкий танк
Renault R35;2; 140;10,6;23;40;37;22,22;889;Лёгкий танк
Renault R35;2; 140;10,6;23;40;25;25,00;675;Лёгкий танк
Renault R35;2; 155;10,6;23;40;37;23,08;692;Лёгкий танк
Renault R35;2; 155;10,6;23;40;37;23,08;923;Лёгкий танк
Renault R35;2; 155;10,6;23;40;25;26,09;704;Лёгкий танк
FCM 36;2; 140;12,4;24;40;37;23,08;692;Лёгкий танк
FCM 36;2; 140;12,3;24;40;37;21,43;857;Лёгкий танк
FCM 36;2; 140;12,3;24;40;25;26,09;704;Лёгкий танк
Hotchkiss H35;2; 160;9,5;27;40;37;24,00;720;Лёгкий танк
Hotchkiss H35;2; 160;9,4;27;40;37;23,08;923;Лёгкий танк
Hotchkiss H35;2; 160;9,4;27;40;25;35,29;953;Лёгкий танк
AMX 38;3; 220;16,0;25;60;37;25,00;1 000;Лёгкий танк
AMX 38;3; 220;16,0;25;60;47;18,75;938;Лёгкий танк
AMX 38;3; 220;16,0;25;60;25;33,33;900;Лёгкий танк
AMX 38;3; 220;16,1;25;60;47;18,75;1 031;Лёгкий танк
AMX 40;4; 280;20,2;50;70;47;26,09;1 304;Лёгкий танк
AMX 40;4; 280;20,2;50;70;47;26,09;1 435;Лёгкий танк
AMX 40;4; 300;20,4;50;70;47;26,09;1 304;Лёгкий танк
AMX 40;4; 300;20,4;50;70;47;26,09;1 435;Лёгкий танк
AMX 40;4; 300;21,9;50;70;75;9,68;1 065;Лёгкий танк
AMX ELC bis;5; 400;6,7;65;25;75;13,95;1 535;Лёгкий танк
AMX ELC bis;5; 400;6,6;65;25;75;13,95;1 535;Лёгкий танк
AMX ELC bis;5; 400;6,8;65;25;90;5,00;1 200;Лёгкий танк
AMX 12 t;6; 600;11,9;60;50;75;15,59;1 715;Лёгкий танк
AMX 12 t;6; 600;12,2;60;50;75;11,57;1 562;Лёгкий танк
AMX 13 57;7; 890;14,7;61;50;57;20,87;1 878;Лёгкий танк
AMX 13 57 GF;7; 890;14,7;61;50;57;20,87;1 878;Лёгкий танк
AMX 13 75;7; 900;14,6;61;40;75;17,70;1 948;Лёгкий танк
AMX 13 75;7; 900;14,8;61;40;75;13,85;1 869;Лёгкий танк
AMX 13 75;7; 900;15,2;61;40;75;13,85;1 869;Лёгкий танк
AMX 13 90;8;1 100;14,1;64;40;75;13,85;1 869;Лёгкий танк
AMX 13 90;8;1 100;14,5;64;40;90;6,47;1 553;Лёгкий танк
AMX 13 90;8;1 100;14,9;64;40;90;6,47;1 553;Лёгкий танк
AMX 13 90;8;1 100;14,9;64;40;90;6,47;1 553;Лёгкий танк
Somua S35;3; 230;19,8;45;47;47;25,00;1 250;Средний танк
Somua S35;3; 230;19,7;45;47;47;23,08;1 269;Средний танк
Somua S35;3; 250;20,2;45;47;47;25,00;1 250;Средний танк
Somua S35;3; 250;20,3;45;47;47;24,00;1 320;Средний танк
Somua S35;3; 250;20,3;45;47;47;20,69;1 138;Средний танк
D2;3; 210;19,2;23;40;47;24,00;1 200;Средний танк
D2;3; 210;19,2;23;40;25;33,33;900;Средний танк
D2;3; 210;19,2;23;40;47;24,00;1 320;Средний танк
D2;3; 230;19,5;23;40;47;25,00;1 250;Средний танк
D2;3; 230;19,5;23;40;25;35,29;953;Средний танк
D2;3; 230;19,5;23;40;47;25,00;1 375;Средний танк
D2;3; 230;19,5;23;40;47;23,08;1 269;Средний танк
SARL 42;4; 310;19,7;40;40;47;27,27;1 500;Средний танк
SARL 42;4; 310;19,9;40;40;47;24,00;1 320;Средний танк
SARL 42;4; 310;20,0;40;40;47;23,08;1 269;Средний танк
SARL 42;4; 350;20,7;40;40;47;30,00;1 650;Средний танк
SARL 42;4; 350;20,7;40;40;47;26,09;1 435;Средний танк
SARL 42;4; 350;20,7;40;40;47;27,27;1 500;Средний танк
SARL 42;4; 350;22,2;40;40;75;11,54;1 269;Средний танк
SARL 42;4; 350;22,0;40;40;75;11,11;1 222;Средний танк
Renault G1;5; 390;32,0;40;60;75;14,63;1 610;Средний танк
Renault G1;5; 460;34,5;40;60;75;14,29;1 571;Средний танк
Renault G1;5; 460;34,7;40;60;105;6,00;2 460;Средний танк
Renault G1;5; 460;34,4;40;60;75;15,38;1 692;Средний танк
M4A1 Revaloris?;8;1 400;35,0;40;50,8;105;4,69;1 828;Средний танк
AMX Chasseur de chars;8;1 400;34,0;57;30;90;8,22;1 973;Средний танк
Lorraine 40 t;9;1 600;38,0;60;40;90;9,45;2 267;Средний танк
Lorraine 40 t;9;1 600;38,7;60;40;100;6,71;2 014;Средний танк
AMX 30 1er prototype;9;1 550;32,4;65;80;90;7,59;1 823;Средний танк
AMX 30 1er prototype;9;1 550;32,5;65;80;100;6,59;1 978;Средний танк
AMX 30 1er prototype;9;1 550;32,5;65;80;105;5,88;2 294;Средний танк
AMX 30 1er prototype;9;1 650;31,7;65;80;90;7,89;1 895;Средний танк
AMX 30 1er prototype;9;1 650;32,5;65;80;100;6,74;2 022;Средний танк
AMX 30 1er prototype;9;1 650;32,5;65;80;105;6,06;2 364;Средний танк
Bat.-Ch?tillon 25 t;10;1 800;24,5;65;60;90;10,25;2 461;Средний танк
Bat.-Ch?tillon 25 t;10;1 800;25,3;65;60;100;7,25;2 176;Средний танк
Bat.-Ch?tillon 25 t;10;1 800;25,3;65;60;105;5,89;2 298;Средний танк
AMX 30 B;10;1 900;36,0;65;80;105;6,74;2 629;Средний танк
B1;4; 380;29,2;30;60;47;26,09;1 304;Тяжёлый танк
B1;4; 380;29,2;30;60;47;26,09;1 435;Тяжёлый танк
B1;4; 430;29,6;30;60;47;28,57;1 429;Тяжёлый танк
B1;4; 430;29,6;30;60;47;28,57;1 571;Тяжёлый танк
B1;4; 430;29,6;30;60;47;28,57;1 571;Тяжёлый танк
BDR G1 B;5; 600;33,9;30;60;75;14,29;1 571;Тяжёлый танк
BDR G1 B;5; 600;34,0;30;60;75;14,29;1 571;Тяжёлый танк
BDR G1 B;5; 650;37,2;30;60;75;15,79;1 737;Тяжёлый танк
BDR G1 B;5; 650;37,1;30;60;75;15,79;1 737;Тяжёлый танк
BDR G1 B;5; 650;37,7;30;60;90;6,32;1 516;Тяжёлый танк
ARL 44;6; 780;46,5;37;120;76;15,79;1 816;Тяжёлый танк
ARL 44;6; 780;47,0;37;120;90;6,98;1 674;Тяжёлый танк
ARL 44;6; 820;46,0;37;120;76;15,79;1 816;Тяжёлый танк
ARL 44;6; 820;46,5;37;120;90;6,98;1 674;Тяжёлый танк
ARL 44;6; 820;46,8;37;120;105;5,61;1 682;Тяжёлый танк
ARL 44;6; 820;46,6;37;120;90;6,82;1 636;Тяжёлый танк
ARL 44;6; 820;47,2;37;120;90;6,00;1 440;Тяжёлый танк
AMX M4 mle. 45;7;1 100;52,2;35;90;90;7,89;1 895;Тяжёлый танк
AMX M4 mle. 45;7;1 100;52,5;35;90;105;6,00;1 800;Тяжёлый танк
AMX M4 mle. 45;7;1 100;52,3;35;90;90;6,98;1 674;Тяжёлый танк
AMX M4 mle. 45;7;1 200;54,6;35;90;90;8,22;1 973;Тяжёлый танк
AMX M4 mle. 45;7;1 200;54,9;35;90;105;6,25;1 875;Тяжёлый танк
AMX M4 mle. 45;7;1 200;54,7;35;90;90;7,50;1 800;Тяжёлый танк
